number,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,delv_settle
169,AG2306.SHF,20220808,4509.0,4486.0,4400.0,4439.0,4365.0,4438.0,4401.0,-48.0,-85.0,767.0,5063.72,7426.0,18.0,
170,AG2306.SHF,20220805,4461.0,4458.0,4450.0,4521.0,4450.0,4509.0,4486.0,51.0,28.0,624.0,4199.77,7408.0,-15.0,
171,AG2306.SHF,20220804,4446.0,4488.0,4486.0,4488.0,4433.0,4461.0,4458.0,-27.0,-30.0,399.0,2668.65,7423.0,9.0,
172,AG2306.SHF,20220803,4498.0,4512.0,4518.0,4533.0,4410.0,4446.0,4488.0,-66.0,-24.0,1335.0,8988.83,7414.0,522.0,
173,AG2306.SHF,20220802,4482.0,4491.0,4511.0,4545.0,4470.0,4498.0,4512.0,7.0,21.0,783.0,5299.78,6892.0,112.0,
174,AG2306.SHF,20220801,4497.0,4438.0,4488.0,4527.0,4451.0,4482.0,4491.0,44.0,53.0,977.0,6582.51,6780.0,12.0,
175,AG2306.SHF,20220729,4361.0,4300.0,4389.0,4513.0,4380.0,4497.0,4438.0,197.0,138.0,1441.0,9593.46,6768.0,-319.0,
176,AG2306.SHF,20220728,4209.0,4217.0,4238.0,4369.0,4191.0,4361.0,4300.0,144.0,83.0,586.0,3779.76,7087.0,-49.0,
177,AG2306.SHF,20220727,4193.0,4179.0,4193.0,4235.0,4190.0,4209.0,4217.0,30.0,38.0,243.0,1537.21,7136.0,-5.0,
178,AG2306.SHF,20220726,4195.0,4220.0,4190.0,4206.0,4153.0,4193.0,4179.0,-27.0,-41.0,291.0,1824.23,7141.0,53.0,
179,AG2306.SHF,20220725,4225.0,4220.0,4229.0,4262.0,4158.0,4195.0,4220.0,-25.0,0.0,390.0,2469.17,7088.0,66.0,
180,AG2306.SHF,20220722,4174.0,4226.0,4222.0,4245.0,4189.0,4225.0,4220.0,-1.0,-6.0,793.0,5020.47,7022.0,433.0,
181,AG2306.SHF,20220721,4188.0,4130.0,4200.0,4279.0,4168.0,4174.0,4226.0,44.0,96.0,637.0,4038.01,6589.0,-160.0,
182,AG2306.SHF,20220720,4185.0,4200.0,4177.0,4209.0,3780.0,4188.0,4130.0,-12.0,-70.0,660.0,4089.64,6749.0,-59.0,
183,AG2306.SHF,20220719,4202.0,4164.0,4202.0,4231.0,4148.0,4185.0,4200.0,21.0,36.0,3299.0,20787.99,6808.0,2968.0,
184,AG2306.SHF,20220718,4069.0,4116.0,4142.0,4207.0,4130.0,4202.0,4164.0,86.0,48.0,475.0,2967.49,3840.0,97.0,
185,AG2306.SHF,20220715,4246.0,4279.0,4189.0,4189.0,4069.0,4069.0,4116.0,-210.0,-163.0,830.0,5124.93,3743.0,236.0,
186,AG2306.SHF,20220714,4246.0,4242.0,4228.0,4332.0,4217.0,4246.0,4279.0,4.0,37.0,351.0,2253.19,3507.0,40.0,
187,AG2306.SHF,20220713,4251.0,4257.0,4248.0,4266.0,4218.0,4246.0,4242.0,-11.0,-15.0,209.0,1329.93,3467.0,46.0,
188,AG2306.SHF,20220712,4282.0,4293.0,4295.0,4299.0,4205.0,4251.0,4257.0,-42.0,-36.0,729.0,4655.32,3421.0,132.0,
189,AG2306.SHF,20220711,4294.0,4308.0,4275.0,4322.0,4264.0,4282.0,4293.0,-26.0,-15.0,531.0,3419.66,3289.0,96.0,
190,AG2306.SHF,20220708,4300.0,4291.0,4308.0,4341.0,4269.0,4294.0,4308.0,3.0,17.0,480.0,3102.35,3193.0,165.0,
191,AG2306.SHF,20220707,4287.0,4351.0,4301.0,4331.0,4233.0,4300.0,4291.0,-51.0,-60.0,1932.0,12436.42,3028.0,593.0,
192,AG2306.SHF,20220706,4442.0,4443.0,4415.0,4415.0,4215.0,4287.0,4351.0,-156.0,-92.0,1038.0,6774.58,2435.0,672.0,
193,AG2306.SHF,20220705,4383.0,4384.0,4377.0,4480.0,4354.0,4442.0,4443.0,58.0,59.0,180.0,1199.79,1763.0,-2.0,
194,AG2306.SHF,20220704,4407.0,4479.0,4353.0,4420.0,4336.0,4383.0,4384.0,-96.0,-95.0,295.0,1940.34,1765.0,56.0,
195,AG2306.SHF,20220701,4580.0,4589.0,4566.0,4574.0,4407.0,4407.0,4479.0,-182.0,-110.0,407.0,2734.99,1709.0,200.0,
196,AG2306.SHF,20220630,4587.0,4599.0,4616.0,4644.0,4564.0,4580.0,4589.0,-19.0,-10.0,73.0,502.52,1509.0,20.0,
197,AG2306.SHF,20220629,4666.0,4681.0,4662.0,4666.0,4570.0,4587.0,4599.0,-94.0,-82.0,147.0,1014.15,1489.0,76.0,
198,AG2306.SHF,20220628,4695.0,4594.0,4695.0,4695.0,4616.0,4666.0,4681.0,72.0,87.0,692.0,4859.91,1413.0,541.0,
199,AG2306.SHF,20220627,4575.0,4619.0,4575.0,4695.0,4516.0,4695.0,4594.0,76.0,-25.0,747.0,5148.29,872.0,558.0,
200,AG2306.SHF,20220624,4709.0,4713.0,4701.0,4716.0,4550.0,4575.0,4619.0,-138.0,-94.0,237.0,1642.16,314.0,119.0,
201,AG2306.SHF,20220623,4700.0,4741.0,4757.0,4757.0,4683.0,4709.0,4713.0,-32.0,-28.0,98.0,692.82,195.0,53.0,
202,AG2306.SHF,20220622,4734.0,4752.0,4785.0,4817.0,4696.0,4700.0,4741.0,-52.0,-11.0,112.0,796.54,142.0,37.0,
203,AG2306.SHF,20220621,4761.0,4778.0,4772.0,4778.0,4725.0,4734.0,4752.0,-44.0,-26.0,166.0,1183.47,105.0,14.0,
204,AG2306.SHF,20220620,4828.0,4798.0,4825.0,4825.0,4730.0,4761.0,4778.0,-37.0,-20.0,77.0,551.93,91.0,10.0,
205,AG2306.SHF,20220617,4776.0,4774.0,4778.0,4838.0,4764.0,4828.0,4798.0,54.0,24.0,74.0,532.64,81.0,28.0,
206,AG2306.SHF,20220616,,4692.0,4777.0,4855.0,4742.0,4776.0,4774.0,84.0,82.0,824.0,5901.27,53.0,,
